"t","condition","iv","dv","dvb"
1,"Fruit",15,220.33564894865,207.391759975324
2,"Fruit",15,182.696368043564,186.253056617071
3,"Fruit",15,164.992433295808,155.973780161733
4,"Fruit",15,184.8861504917,178.117856744868
5,"Fruit",15,174.736096597584,169.005496943749
6,"Fruit",15,178.219028662431,165.275139689104
7,"Fruit",15,178.874951996502,182.431640570009
8,"Fruit",15,174.701775482349,165.683122348274
9,"Fruit",15,182.626451573964,175.858157827132
10,"Fruit",15,182.695354851398,176.964755197563
1,"Veggie",5,207.391759975324,220.33564894865
2,"Veggie",5,186.253056617071,182.696368043564
3,"Veggie",5,155.973780161733,164.992433295808
4,"Veggie",5,178.117856744868,184.8861504917
5,"Veggie",5,169.005496943749,174.736096597584
6,"Veggie",5,165.275139689104,178.219028662431
7,"Veggie",5,182.431640570009,178.874951996502
8,"Veggie",5,165.683122348274,174.701775482349
9,"Veggie",5,175.858157827132,182.626451573964
10,"Veggie",5,176.964755197563,182.695354851398
