"t","condition","iv","dv","dvb"
1,"Fruit",15,147.987725407872,131.718662567598
2,"Fruit",15,156.739463219075,135.349684205654
3,"Fruit",15,155.64727283979,147.519598529711
4,"Fruit",15,138.116195603381,145.841042711658
5,"Fruit",15,112.553274339961,108.131961090359
6,"Fruit",15,130.844401489446,125.285900249973
7,"Fruit",15,132.288619990915,127.671912519302
8,"Fruit",15,122.582642580396,128.766055529318
9,"Fruit",15,126.229037065811,111.897890909384
10,"Fruit",15,138.362357248243,120.123039283147
1,"Veggie",5,131.718662567598,147.987725407872
2,"Veggie",5,135.349684205654,156.739463219075
3,"Veggie",5,147.519598529711,155.64727283979
4,"Veggie",5,145.841042711658,138.116195603381
5,"Veggie",5,108.131961090359,112.553274339961
6,"Veggie",5,125.285900249973,130.844401489446
7,"Veggie",5,127.671912519302,132.288619990915
8,"Veggie",5,128.766055529318,122.582642580396
9,"Veggie",5,111.897890909384,126.229037065811
10,"Veggie",5,120.123039283147,138.362357248243
